timestamp,request_timestamp,task_id,device_id,slo_type,base_deadline,adapted_deadline,selected_node,node_power,cluster_power
1764464772.6243443,2025-11-30 10:06:12.624,device_117_000000,device_117,normal,0.2537394183240812,0.15224365099444873,jetson1,4.87,23.636400000000002
1764464772.6426666,2025-11-30 10:06:12.642,device_118_000005,device_118,soft,0.597201846968576,0.597201846968576,hailo2,4.553999999999999,23.636400000000002
1764464772.6624525,2025-11-30 10:06:12.662,device_012_000002,device_012,soft,0.3293444217465575,0.3293444217465575,hailo1,4.8,23.636400000000002
1764464772.6814957,2025-11-30 10:06:12.681,device_058_000001,device_058,soft,0.43248951545654046,0.43248951545654046,hailo1,4.8,23.636400000000002
1764464772.7005858,2025-11-30 10:06:12.700,device_113_000003,device_113,normal,0.19512806188682696,0.19512806188682696,hailo2,4.553999999999999,23.636400000000002
1764464772.741888,2025-11-30 10:06:12.741,device_086_000008,device_086,hard,0.13118351019502333,0.13118351019502333,coral1,4.6779,23.636400000000002
1764464772.7611587,2025-11-30 10:06:12.761,device_109_000010,device_109,normal,0.1787640922636696,0.1787640922636696,coral2,4.5864,23.636400000000002
1764464772.7837484,2025-11-30 10:06:12.783,device_110_000003,device_110,soft,0.5607439937872585,0.33644639627235506,jetson1,4.87,23.636400000000002
1764464772.8087568,2025-11-30 10:06:12.808,device_109_000011,device_109,soft,0.38045576133170766,0.38045576133170766,jetson2,3.533,23.636400000000002
1764464772.840236,2025-11-30 10:06:12.840,device_057_000005,device_057,normal,0.1230721412860188,0.1230721412860188,hailo2,4.553999999999999,23.636400000000002
1764464772.8884406,2025-11-30 10:06:12.888,device_090_000004,device_090,normal,0.19842529442777318,0.1190551766566639,coral2,4.5864,23.576900000000002
1764464772.9171202,2025-11-30 10:06:12.917,device_086_000009,device_086,soft,0.47253071387239826,0.47253071387239826,hailo2,4.553999999999999,23.576900000000002
1764464772.940276,2025-11-30 10:06:12.940,device_119_000007,device_119,hard,0.052136339094758094,0.052136339094758094,hailo1,4.8,23.576900000000002
1764464772.971286,2025-11-30 10:06:12.971,device_003_000006,device_003,soft,0.4063659982395903,0.4063659982395903,coral1,4.6779,23.576900000000002
1764464772.9960237,2025-11-30 10:06:12.996,device_121_000004,device_121,soft,0.42143935756264866,0.42143935756264866,jetson2,3.533,23.576900000000002
1764464773.014944,2025-11-30 10:06:13.014,device_069_000009,device_069,normal,0.24567262295100667,0.24567262295100667,jetson1,4.87,23.576900000000002
1764464773.033666,2025-11-30 10:06:13.033,device_081_000001,device_081,soft,0.5671892062564761,0.1701567618769428,hailo1,4.8,23.576900000000002
1764464773.0813363,2025-11-30 10:06:13.081,device_012_000003,device_012,normal,0.10434042091448835,0.10434042091448835,hailo1,4.8,23.576900000000002
1764464773.1032562,2025-11-30 10:06:13.103,device_090_000005,device_090,normal,0.17540988714780392,0.10524593228868236,hailo2,4.553999999999999,23.576900000000002
